,0,1,2
TCGA-S3-AA11-01A-31D-A41F-09,3183,[16],"[2370, 1538]"
TCGA-S3-AA12-01A-11D-A41F-09,3184,[64],"[2370, 1538]"
TCGA-S3-AA14-01A-11D-A41F-09,3185,[97],"[2370, 1563]"
TCGA-S3-AA15-01A-11D-A41F-09,3186,[8],"[2370, 1607]"
TCGA-S3-AA17-01A-11D-A41F-09,3187,[16],"[2370, 1547]"
TCGA-UL-AAZ6-01A-11D-A41F-09,3188,[48],"[2370, 1571]"
TCGA-UU-A93S-01A-21D-A41F-09,3189,[0],"[2370, 1547]"
TCGA-W8-A86G-01A-21D-A36J-09,3190,[84],"[2370, 1571]"
TCGA-WT-AB41-01A-11D-A41F-09,3191,[133],"[2370, 1607]"
TCGA-WT-AB44-01A-11D-A41F-09,3192,[0],"[2370, 1538]"
TCGA-XX-A899-01A-11D-A36J-09,3193,[88],"[2370, 1607]"
TCGA-XX-A89A-01A-11D-A36J-09,3194,[252],"[2370, 1607]"
TCGA-Z7-A8R5-01A-42D-A41F-09,3195,[32],"[2370, 1563]"
TCGA-Z7-A8R6-01A-11D-A41F-09,3196,[220],"[2370, 1607]"
TCGA-2W-A8YY-01A-11D-A37N-09,3197,[16],"[3198, 1553]"
TCGA-4J-AA1J-01A-21D-A387-09,3199,[0],"[3198, 1607]"
TCGA-BI-A0VR-01A-11D-A10S-08,3200,[4],"[3198, 1607]"
TCGA-BI-A0VS-01A-11D-A10S-08,3201,[20],"[3198, 1607]"
TCGA-BI-A20A-01A-11D-A14W-08,3202,[116],"[3198, 1607]"
TCGA-C5-A1BE-01B-11D-A13W-08,3203,[240],"[3198, 1607]"
TCGA-C5-A1BI-01B-11D-A13W-08,3204,[80],"[3198, 1607]"
TCGA-C5-A1BK-01B-11D-A13W-08,3205,[160],"[3198, 1607]"
TCGA-C5-A1BL-01A-11D-A13W-08,3206,[0],"[3198, 1607]"
TCGA-C5-A1BM-01A-11D-A13W-08,3207,[240],"[3198, 1607]"
TCGA-C5-A1M5-01A-11D-A13W-08,3208,[244],"[3198, 1547]"
TCGA-C5-A1M6-01A-11D-A13W-08,3209,[76],"[3198, 1607]"
TCGA-C5-A1M7-01A-11D-A13W-08,3210,[208],"[3198, 1607]"
TCGA-C5-A1ME-01A-11D-A13W-08,3211,[176],"[3198, 1538]"
TCGA-C5-A1MF-01A-11D-A13W-08,3212,[120],"[3198, 1607]"
TCGA-C5-A1MH-01A-11D-A14W-08,3213,[112],"[3198, 1607]"
TCGA-C5-A1MJ-01A-11D-A14W-08,3214,[68],"[3198, 1607]"
TCGA-C5-A1MK-01A-11D-A14W-08,3215,[76],"[3198, 1607]"
TCGA-C5-A1MN-01A-11D-A14W-08,3216,[0],"[3198, 1607]"
TCGA-C5-A1MP-01A-11D-A14W-08,3217,[180],"[3198, 1607]"
TCGA-C5-A2LS-01A-22D-A22X-09,3218,[228],"[3198, 1607]"
TCGA-C5-A2LX-01A-11D-A18J-09,3219,[48],"[3198, 1607]"
TCGA-C5-A2M1-01A-11D-A18J-09,3220,[208],"[3198, 1607]"
TCGA-C5-A2M2-01A-21D-A18J-09,3221,[212],"[3198, 1563]"
TCGA-C5-A3HF-01A-11D-A20U-09,3222,[80],"[3198, 1607]"
TCGA-C5-A7CG-01A-11D-A32I-09,3223,[128],"[3198, 1563]"
TCGA-C5-A7CH-01A-11D-A33O-09,3224,[144],"[3198, 1538]"
TCGA-C5-A7CJ-01A-11D-A32I-09,3225,[192],"[3198, 1547]"
TCGA-C5-A7CK-01A-11D-A32I-09,3226,[132],"[3198, 1607]"
TCGA-C5-A7CL-01A-11D-A32I-09,3227,[0],"[3198, 1607]"
TCGA-C5-A7CM-01A-11D-A33O-09,3228,[52],"[3198, 1538]"
TCGA-C5-A7CO-01A-11D-A351-09,3229,[4],"[3198, 1607]"
TCGA-C5-A7UC-01A-11D-A351-09,3230,[4],"[3198, 1607]"
TCGA-C5-A7UE-01A-11D-A33O-09,3231,[208],"[3198, 1538]"
TCGA-C5-A7UH-01A-11D-A351-09,3232,[0],"[3198, 1607]"
TCGA-C5-A7UI-01A-11D-A36J-09,3233,[112],"[3198, 1607]"
TCGA-C5-A7X3-01A-11D-A351-09,3234,[200],"[3198, 1607]"
TCGA-C5-A7X5-01A-11D-A36J-09,3235,[168],"[3198, 1607]"
TCGA-C5-A7X8-01A-11D-A36J-09,3236,[200],"[3198, 1607]"
TCGA-C5-A7XC-01A-11D-A387-09,3237,[184],"[3198, 1607]"
TCGA-C5-A8XH-01A-11D-A37N-09,3238,[128],"[3198, 1607]"
TCGA-C5-A8XI-01A-11D-A37N-09,3239,[244],"[3198, 1538]"
TCGA-C5-A8XJ-01A-11D-A37N-09,3240,[132],"[3198, 1607]"
TCGA-C5-A8XK-01A-11D-A37N-09,3241,[180],"[3198, 1607]"
TCGA-C5-A8YQ-01A-11D-A37N-09,3242,[192],"[3198, 1607]"
TCGA-C5-A8YR-01A-12D-A37N-09,3243,[24],"[3198, 1607]"
TCGA-C5-A8ZZ-01A-11D-A37N-09,3244,[4],"[3198, 1538]"
TCGA-C5-A901-01A-11D-A37N-09,3245,[0],"[3198, 1607]"
TCGA-C5-A902-01A-11D-A37N-09,3246,[184],"[3198, 1607]"
TCGA-C5-A905-01A-11D-A37N-09,3247,[72],"[3198, 1607]"
TCGA-C5-A907-01A-11D-A37N-09,3248,[88],"[3198, 1607]"
TCGA-DG-A2KH-01A-21D-A22X-09,3249,[133],"[3198, 1607]"
TCGA-DG-A2KK-01A-11D-A17W-09,3250,[16],"[3198, 1607]"
TCGA-DG-A2KL-01A-11D-A17W-09,3251,[200],"[3198, 1607]"
TCGA-DG-A2KM-01A-11D-A17W-09,3252,[140],"[3198, 1607]"
TCGA-DR-A0ZL-01A-11D-A10S-08,3253,[72],"[3198, 1607]"
TCGA-DR-A0ZM-01A-12D-A10S-08,3254,[20],"[3198, 1607]"
TCGA-DS-A0VK-01A-21D-A10S-08,3255,[4],"[3198, 1607]"
TCGA-DS-A0VM-01A-11D-A10S-08,3256,[152],"[3198, 1607]"
TCGA-DS-A0VN-01A-21D-A10S-08,3257,[100],"[3198, 1607]"
TCGA-DS-A1OA-01A-11D-A16Y-08,3258,[88],"[3198, 1538]"
TCGA-DS-A1OB-01A-11D-A16Y-08,3259,[180],"[3198, 1607]"
TCGA-DS-A1OC-01A-11D-A14W-08,3260,[128],"[3198, 1607]"
TCGA-DS-A1OD-01A-11D-A14W-08,3261,[20],"[3198, 1538]"
TCGA-DS-A3LQ-01A-21D-A21Q-09,3262,[240],"[3198, 1538]"
TCGA-DS-A5RQ-01A-11D-A28B-09,3263,[208],"[3198, 1607]"
TCGA-DS-A7WF-01A-11D-A351-09,3264,[224],"[3198, 1538]"
TCGA-DS-A7WH-01A-22D-A351-09,3265,[208],"[3198, 1607]"
TCGA-DS-A7WI-01A-12D-A351-09,3266,[132],"[3198, 1538]"
TCGA-EA-A1QS-01A-61D-A22X-09,3267,[160],"[3198, 1607]"
TCGA-EA-A1QT-01A-11D-A14W-08,3268,[132],"[3198, 1538]"
TCGA-EA-A3HQ-01A-11D-A20U-09,3269,[196],"[3198, 1538]"
TCGA-EA-A3HR-01A-11D-A20U-09,3270,[4],"[3198, 1607]"
TCGA-EA-A3HS-01A-11D-A20U-09,3271,[128],"[3198, 1553]"
TCGA-EA-A3HT-01A-61D-A21Q-09,3272,[8],"[3198, 1607]"
TCGA-EA-A3HU-01A-11D-A20U-09,3273,[0],"[3198, 1553]"
TCGA-EA-A3QD-01A-32D-A22X-09,3274,[72],"[3198, 1607]"
TCGA-EA-A3QE-01A-21D-A21Q-09,3275,[196],"[3198, 1607]"
TCGA-EA-A3Y4-01A-51D-A243-09,3276,[4],"[3198, 1607]"
TCGA-EA-A410-01A-11D-A243-09,3277,[0],"[3198, 1553]"
TCGA-EA-A411-01A-11D-A243-09,3278,[176],"[3198, 1538]"
TCGA-EA-A439-01A-11D-A243-09,3279,[216],"[3198, 1607]"
TCGA-EA-A43B-01A-81D-A243-09,3280,[64],"[3198, 1607]"
TCGA-EA-A5FO-01A-21D-A28B-09,3281,[20],"[3198, 1547]"
TCGA-EA-A5O9-01A-11D-A28B-09,3282,[208],"[3198, 1563]"
TCGA-EA-A5ZD-01A-11D-A28B-09,3283,[120],"[3198, 1551]"
TCGA-EA-A5ZE-01A-11D-A28B-09,3284,[80],"[3198, 1538]"
TCGA-EA-A5ZF-01A-11D-A28B-09,3285,[212],"[3198, 1607]"
TCGA-EA-A6QX-01A-12D-A33O-09,3286,[248],"[3198, 1607]"
TCGA-EA-A78R-01A-11D-A32I-09,3287,[140],"[3198, 1607]"
TCGA-EA-A97N-01A-11D-A387-09,3288,[76],"[3198, 1607]"
TCGA-EK-A2GZ-01A-11D-A17W-09,3289,[20],"[3198, 1551]"
TCGA-EK-A2H0-01A-11D-A17W-09,3290,[128],"[3198, 1607]"
TCGA-EK-A2H1-01A-11D-A17W-09,3291,[180],"[3198, 1607]"
TCGA-EK-A2IP-01A-11D-A17W-09,3292,[176],"[3198, 1607]"
TCGA-EK-A2PG-01A-11D-A18J-09,3293,[4],"[3198, 1607]"
TCGA-EK-A2PI-01A-11D-A18J-09,3294,[109],"[3198, 1607]"
TCGA-EK-A2PL-01A-11D-A18J-09,3295,[44],"[3198, 1607]"
TCGA-EK-A2PM-01A-11D-A18J-09,3296,[32],"[3198, 1607]"
TCGA-EK-A2R7-01A-11D-A18J-09,3297,[65],"[3198, 1607]"
TCGA-EK-A2R8-01A-21D-A18J-09,3298,[0],"[3198, 1607]"
TCGA-EK-A2RA-01A-11D-A18J-09,3299,[244],"[3198, 1607]"
TCGA-EK-A2RB-01A-11D-A18J-09,3300,[212],"[3198, 1607]"
TCGA-EK-A2RC-01A-11D-A18J-09,3301,[140],"[3198, 1607]"
TCGA-EK-A2RD-01A-12D-A20U-09,3302,[228],"[3198, 1607]"
TCGA-EK-A2RE-01A-11D-A18J-09,3303,[148],"[3198, 1538]"
TCGA-EK-A2RJ-01A-11D-A18J-09,3304,[16],"[3198, 1607]"
TCGA-EK-A2RK-01A-11D-A18J-09,3305,[112],"[3198, 1607]"
TCGA-EK-A2RN-01A-12D-A20U-09,3306,[208],"[3198, 1607]"
TCGA-EK-A2RO-01A-11D-A18J-09,3307,[128],"[3198, 1607]"
TCGA-EK-A3GJ-01A-21D-A20U-09,3308,[208],"[3198, 1607]"
TCGA-EK-A3GK-01A-11D-A20U-09,3309,[20],"[3198, 1607]"
TCGA-EK-A3GM-01A-11D-A20U-09,3310,[16],"[3198, 1607]"
TCGA-EK-A3GN-01A-11D-A20U-09,3311,[184],"[3198, 1547]"
TCGA-EX-A1H6-01B-11D-A22X-09,3312,[192],"[3198, 1607]"
TCGA-EX-A3L1-01A-11D-A21Q-09,3313,[72],"[3198, 1607]"
TCGA-EX-A69L-01A-11D-A32I-09,3314,[196],"[3198, 1607]"
TCGA-EX-A69M-01A-11D-A32I-09,3315,[180],"[3198, 1538]"
TCGA-EX-A8YF-01A-11D-A37N-09,3316,[212],"[3198, 1607]"
TCGA-FU-A23K-01A-11D-A16O-08,3317,[196],"[3198, 1607]"
TCGA-FU-A23L-01A-11D-A16O-08,3318,[132],"[3198, 1607]"
TCGA-FU-A2QG-01A-11D-A18J-09,3319,[88],"[3198, 1607]"
TCGA-FU-A3EO-01A-11D-A20U-09,3320,[204],"[3198, 1538]"
TCGA-FU-A3HY-01A-11D-A21Q-09,3321,[240],"[3198, 1607]"
TCGA-FU-A3HZ-01A-11D-A20U-09,3322,[16],"[3198, 1551]"
TCGA-FU-A3NI-01A-11D-A21Q-09,3323,[52],"[3198, 1607]"
TCGA-FU-A3TQ-01A-11D-A22X-09,3324,[52],"[3198, 1538]"
TCGA-FU-A3TX-01A-11D-A22X-09,3325,[20],"[3198, 1607]"
TCGA-FU-A3WB-01A-11D-A22X-09,3326,[16],"[3198, 1607]"
TCGA-FU-A3YQ-01A-11D-A22X-09,3327,[184],"[3198, 1607]"
TCGA-FU-A40J-01A-11D-A243-09,3328,[0],"[3198, 1607]"
TCGA-FU-A5XV-01A-11D-A28B-09,3329,[116],"[3198, 1607]"
TCGA-FU-A770-01A-11D-A33O-09,3330,[8],"[3198, 1607]"
TCGA-GH-A9DA-01A-21D-A37N-09,3331,[180],"[3198, 1607]"
TCGA-HG-A2PA-01A-11D-A20U-09,3332,[180],"[3198, 1538]"
TCGA-HG-A9SC-01A-21D-A42O-09,3333,[112],"[3198, 1538]"
TCGA-HM-A3JJ-01A-21D-A21Q-09,3334,[208],"[3198, 1538]"
TCGA-HM-A3JK-01A-11D-A21Q-09,3335,[80],"[3198, 1551]"
TCGA-HM-A6W2-01A-21D-A33O-09,3336,[144],"[3198, 1538]"
TCGA-HM-A6W2-06A-22D-A33O-09,3337,[128],"[3198, 1538]"
TCGA-IR-A3L7-01A-21D-A20U-09,3338,[228],"[3198, 1538]"
TCGA-IR-A3LA-01A-11D-A22X-09,3339,[0],"[3198, 1607]"
TCGA-IR-A3LB-01A-11D-A243-09,3340,[128],"[3198, 1607]"
TCGA-IR-A3LC-01A-11D-A20U-09,3341,[208],"[3198, 1538]"
TCGA-IR-A3LF-01A-21D-A22X-09,3342,[12],"[3198, 1607]"
TCGA-IR-A3LH-01A-21D-A20U-09,3343,[0],"[3198, 1607]"
TCGA-IR-A3LI-01A-11D-A20U-09,3344,[80],"[3198, 1607]"
TCGA-IR-A3LK-01A-12D-A20U-09,3345,[0],"[3198, 1607]"
TCGA-IR-A3LL-01A-11D-A20U-09,3346,[0],"[3198, 1607]"
TCGA-JW-A5VG-01A-11D-A28B-09,3347,[184],"[3198, 1538]"
TCGA-JW-A5VH-01A-11D-A28B-09,3348,[132],"[3198, 1538]"
TCGA-JW-A5VI-01A-11D-A28B-09,3349,[56],"[3198, 1607]"
TCGA-JW-A5VJ-01A-11D-A28B-09,3350,[248],"[3198, 1607]"
TCGA-JW-A5VK-01A-11D-A28B-09,3351,[8],"[3198, 1538]"
TCGA-JW-A5VL-01A-11D-A28B-09,3352,[80],"[3198, 1607]"
TCGA-JW-A69B-01A-11D-A32I-09,3353,[224],"[3198, 1563]"
TCGA-JW-A852-01A-11D-A351-09,3354,[196],"[3198, 1607]"
TCGA-JW-AAVH-01A-11D-A387-09,3355,[228],"[3198, 1607]"
TCGA-JX-A3PZ-01A-11D-A21Q-09,3356,[240],"[3198, 1607]"
TCGA-JX-A3Q0-01A-11D-A21Q-09,3357,[224],"[3198, 1607]"
TCGA-JX-A3Q8-01A-11D-A21Q-09,3358,[68],"[3198, 1538]"
TCGA-JX-A5QV-01A-22D-A28B-09,3359,[120],"[3198, 1563]"
TCGA-LP-A4AU-01A-32D-A243-09,3360,[29],"[3198, 1607]"
TCGA-LP-A4AV-01A-11D-A243-09,3361,[28],"[3198, 1607]"
TCGA-LP-A4AW-01A-11D-A243-09,3362,[192],"[3198, 1538]"
TCGA-LP-A4AX-01A-12D-A243-09,3363,[128],"[3198, 1607]"
TCGA-LP-A5U2-01A-11D-A28B-09,3364,[0],"[3198, 1607]"
TCGA-LP-A5U3-01A-11D-A28B-09,3365,[204],"[3198, 1607]"
TCGA-LP-A7HU-01A-11D-A33O-09,3366,[80],"[3198, 1607]"
TCGA-MA-AA3W-01A-11D-A387-09,3367,[0],"[3198, 1538]"
TCGA-MA-AA3X-01A-22D-A42O-09,3368,[116],"[3198, 1538]"
TCGA-MA-AA3Y-01A-11D-A387-09,3369,[176],"[3198, 1607]"
TCGA-MA-AA3Z-01A-11D-A387-09,3370,[0],"[3198, 1607]"
TCGA-MA-AA41-01A-11D-A387-09,3371,[0],"[3198, 1607]"
TCGA-MA-AA42-01A-12D-A387-09,3372,[0],"[3198, 1553]"
TCGA-MA-AA43-01A-11D-A42O-09,3373,[208],"[3198, 1538]"
TCGA-MU-A5YI-01A-11D-A32I-09,3374,[212],"[3198, 1607]"
TCGA-MU-A8JM-01A-11D-A36J-09,3375,[64],"[3198, 1607]"
TCGA-MY-A913-01A-11D-A37N-09,3376,[4],"[3198, 1607]"
TCGA-PN-A8MA-01A-11D-A36J-09,3377,[224],"[3198, 1607]"
TCGA-Q1-A5R1-01A-11D-A28B-09,3378,[8],"[3198, 1607]"
TCGA-Q1-A5R2-01A-11D-A28B-09,3379,[72],"[3198, 1607]"
TCGA-Q1-A5R3-01A-11D-A28B-09,3380,[112],"[3198, 1607]"
TCGA-Q1-A6DT-01A-11D-A32I-09,3381,[112],"[3198, 1607]"
TCGA-Q1-A6DV-01A-11D-A32I-09,3382,[16],"[3198, 1563]"
TCGA-Q1-A6DW-01A-11D-A32I-09,3383,[224],"[3198, 1607]"
TCGA-Q1-A73O-01A-11D-A32I-09,3384,[12],"[3198, 1607]"
TCGA-Q1-A73P-01A-11D-A32I-09,3385,[128],"[3198, 1607]"
TCGA-Q1-A73Q-01A-21D-A32I-09,3386,[216],"[3198, 1607]"
TCGA-Q1-A73R-01A-11D-A33O-09,3387,[176],"[3198, 1538]"
TCGA-Q1-A73S-01A-11D-A33O-09,3388,[144],"[3198, 1538]"
TCGA-R2-A69V-01A-11D-A32I-09,3389,[152],"[3198, 1607]"
TCGA-UC-A7PD-01A-11D-A351-09,3390,[221],"[3198, 1607]"
TCGA-UC-A7PF-01A-11D-A351-09,3391,[0],"[3198, 1607]"
TCGA-UC-A7PG-01A-11D-A42O-09,3392,[176],"[3198, 1607]"
TCGA-UC-A7PG-06A-11D-A42O-09,3393,[176],"[3198, 1607]"
TCGA-UC-A7PI-01A-11D-A42O-09,3394,[160],"[3198, 1538]"
TCGA-VS-A8EB-01A-11D-A36J-09,3395,[4],"[3198, 1607]"
TCGA-VS-A8EC-01A-11D-A36J-09,3396,[0],"[3198, 1538]"
TCGA-VS-A8EG-01A-11D-A36J-09,3397,[84],"[3198, 1563]"
TCGA-VS-A8EH-01A-11D-A36J-09,3398,[0],"[3198, 1538]"
TCGA-VS-A8EI-01A-11D-A37N-09,3399,[128],"[3198, 1607]"
TCGA-VS-A8EJ-01A-11D-A37N-09,3400,[16],"[3198, 1571]"
TCGA-VS-A8EK-01A-12D-A37N-09,3401,[68],"[3198, 1607]"
TCGA-VS-A8EL-01A-11D-A37N-09,3402,[228],"[3198, 1607]"
TCGA-VS-A8Q8-01A-11D-A37N-09,3403,[76],"[3198, 1607]"
TCGA-VS-A8Q9-01A-12D-A37N-09,3404,[92],"[3198, 1538]"
TCGA-VS-A8QA-01A-11D-A37N-09,3405,[24],"[3198, 1607]"
TCGA-VS-A8QC-01A-11D-A37N-09,3406,[0],"[3198, 1607]"
TCGA-VS-A8QF-01A-21D-A37N-09,3407,[80],"[3198, 1607]"
TCGA-VS-A8QH-01A-11D-A37N-09,3408,[128],"[3198, 1538]"
TCGA-VS-A8QM-01A-11D-A37N-09,3409,[12],"[3198, 1607]"
TCGA-VS-A94W-01A-12D-A37N-09,3410,[252],"[3198, 1607]"
TCGA-VS-A94X-01A-11D-A387-09,3411,[212],"[3198, 1607]"
TCGA-VS-A94Y-01A-11D-A387-09,3412,[128],"[3198, 1538]"
TCGA-VS-A94Z-01A-11D-A387-09,3413,[64],"[3198, 1553]"
TCGA-VS-A950-01A-11D-A42O-09,3414,[64],"[3198, 1607]"
TCGA-VS-A952-01A-11D-A387-09,3415,[216],"[3198, 1607]"
TCGA-VS-A953-01A-11D-A387-09,3416,[208],"[3198, 1607]"
TCGA-VS-A954-01A-11D-A387-09,3417,[176],"[3198, 1607]"
TCGA-VS-A957-01A-11D-A42O-09,3418,[228],"[3198, 1538]"
TCGA-VS-A958-01A-11D-A42O-09,3419,[8],"[3198, 1607]"
TCGA-VS-A959-01A-11D-A42O-09,3420,[192],"[3198, 1607]"
TCGA-VS-A9U5-01A-11D-A42O-09,3421,[0],"[3198, 1538]"
TCGA-VS-A9U6-01A-11D-A42O-09,3422,[16],"[3198, 1538]"
TCGA-VS-A9U7-01A-11D-A42O-09,3423,[16],"[3198, 1607]"
TCGA-VS-A9UA-01A-11D-A42O-09,3424,[24],"[3198, 1607]"
TCGA-VS-A9UB-01A-22D-A42O-09,3425,[84],"[3198, 1538]"
TCGA-VS-A9UC-01A-11D-A42O-09,3426,[0],"[3198, 1607]"
TCGA-VS-A9UD-01A-11D-A42O-09,3427,[20],"[3198, 1607]"
TCGA-VS-A9UH-01A-11D-A42O-09,3428,[212],"[3198, 1607]"
TCGA-VS-A9UI-01A-11D-A42O-09,3429,[128],"[3198, 1607]"
TCGA-VS-A9UJ-01A-11D-A42O-09,3430,[80],"[3198, 1553]"
TCGA-VS-A9UL-01A-11D-A42O-09,3431,[48],"[3198, 1607]"
TCGA-VS-A9UM-01A-11D-A42O-09,3432,[0],"[3198, 1607]"
TCGA-VS-A9UO-01A-11D-A42O-09,3433,[0],"[3198, 1538]"
TCGA-VS-A9UP-01A-11D-A42O-09,3434,[48],"[3198, 1607]"
TCGA-VS-A9UQ-01A-21D-A42O-09,3435,[120],"[3198, 1538]"
TCGA-VS-A9UR-01A-11D-A42O-09,3436,[164],"[3198, 1607]"
TCGA-VS-A9UT-01A-11D-A42O-09,3437,[64],"[3198, 1538]"
TCGA-VS-A9UU-01A-11D-A42O-09,3438,[0],"[3198, 1538]"
TCGA-VS-A9UV-01A-11D-A42O-09,3439,[12],"[3198, 1547]"
TCGA-VS-A9UY-01A-11D-A42O-09,3440,[192],"[3198, 1607]"
TCGA-VS-A9UZ-01A-11D-A42O-09,3441,[180],"[3198, 1607]"
TCGA-VS-A9V0-01A-11D-A42O-09,3442,[208],"[3198, 1538]"
TCGA-VS-A9V1-01A-11D-A42O-09,3443,[180],"[3198, 1607]"
TCGA-VS-A9V2-01A-11D-A42O-09,3444,[4],"[3198, 1538]"
TCGA-VS-A9V3-01A-11D-A42O-09,3445,[0],"[3198, 1607]"
TCGA-VS-A9V4-01A-12D-A42O-09,3446,[132],"[3198, 1538]"
TCGA-VS-A9V5-01A-11D-A42O-09,3447,[16],"[3198, 1607]"
TCGA-VS-AA62-01A-11D-A42O-09,3448,[200],"[3198, 1607]"
TCGA-WL-A834-01A-11D-A351-09,3449,[16],"[3198, 1607]"
TCGA-XS-A8TJ-01A-11D-A36J-09,3450,[200],"[3198, 1607]"
TCGA-ZJ-A8QO-01A-11D-A37N-09,3451,[0],"[3198, 1538]"
TCGA-ZJ-A8QR-01A-11D-A37N-09,3452,[80],"[3198, 1607]"
TCGA-ZJ-AAX4-01A-11D-A42O-09,3453,[220],"[3198, 1538]"
TCGA-ZJ-AAX8-01A-11D-A42O-09,3454,[80],"[3198, 1607]"
TCGA-ZJ-AAXA-01A-11D-A42O-09,3455,[140],"[3198, 1607]"
TCGA-ZJ-AAXB-01A-11D-A42O-09,3456,[48],"[3198, 1607]"
TCGA-ZJ-AAXD-01A-21D-A42O-09,3457,[24],"[3198, 1607]"
TCGA-ZJ-AAXF-01A-31D-A42O-09,3458,[36],"[3198, 1551]"
TCGA-ZJ-AAXI-01A-11D-A42O-09,3459,[64],"[3198, 1607]"
TCGA-ZJ-AAXJ-01A-11D-A42O-09,3460,[72],"[3198, 1607]"
TCGA-ZJ-AAXN-01A-11D-A42O-09,3461,[132],"[3198, 1607]"
TCGA-ZJ-AAXT-01A-11D-A42O-09,3462,[128],"[3198, 1607]"
TCGA-ZJ-AAXU-01A-11D-A42O-09,3463,[20],"[3198, 1607]"
TCGA-ZJ-AB0H-01A-11D-A42O-09,3464,[192],"[3198, 1607]"
TCGA-ZJ-AB0I-01A-11D-A42O-09,3465,[192],"[3198, 1538]"
TCGA-ZX-AA5X-01A-11D-A42O-09,3466,[68],"[3198, 1538]"
TCGA-3X-AAV9-01A-72D-A417-09,3467,[0],"[3468, 1538]"
TCGA-3X-AAVA-01A-11D-A417-09,3469,[0],"[3468, 1538]"
TCGA-3X-AAVB-01A-31D-A417-09,3470,[64],"[3468, 1538]"
TCGA-3X-AAVC-01A-21D-A417-09,3471,[80],"[3468, 1538]"
TCGA-3X-AAVE-01A-11D-A417-09,3472,[232],"[3468, 1538]"
TCGA-4G-AAZO-01A-12D-A417-09,3473,[0],"[3468, 1538]"
TCGA-4G-AAZT-01A-11D-A417-09,3474,[160],"[3468, 1538]"
TCGA-W5-AA2G-01A-11D-A417-09,3475,[16],"[3468, 1538]"
TCGA-W5-AA2I-01A-32D-A417-09,3476,[252],"[3468, 1538]"
TCGA-W5-AA2O-01A-11D-A417-09,3477,[52],"[3468, 1538]"
TCGA-W5-AA2Q-01A-11D-A417-09,3478,[192],"[3468, 1538]"
TCGA-W5-AA2R-01A-11D-A417-09,3479,[4],"[3468, 1553]"
TCGA-W5-AA2T-01A-12D-A417-09,3480,[65],"[3468, 1538]"
TCGA-W5-AA2U-01A-11D-A417-09,3481,[112],"[3468, 1538]"
TCGA-W5-AA2W-01A-11D-A417-09,3482,[56],"[3468, 1538]"
TCGA-W5-AA2X-01A-11D-A417-09,3483,[192],"[3468, 1538]"
TCGA-W5-AA30-01A-31D-A417-09,3484,[64],"[3468, 1538]"
TCGA-W5-AA31-01A-11D-A417-09,3485,[100],"[3468, 1538]"
TCGA-W5-AA34-01A-11D-A417-09,3486,[16],"[3468, 1538]"
TCGA-W5-AA36-01A-11D-A417-09,3487,[0],"[3468, 1538]"
TCGA-W5-AA38-01A-11D-A417-09,3488,[136],"[3468, 1538]"
TCGA-W5-AA39-01A-11D-A417-09,3489,[128],"[3468, 1538]"
TCGA-W6-AA0S-01A-11D-A417-09,3490,[112],"[3468, 1538]"
TCGA-WD-A7RX-01A-12D-A417-09,3491,[20],"[3468, 1538]"
TCGA-YR-A95A-01A-12D-A417-09,3492,[16],"[3468, 1538]"
TCGA-ZD-A8I3-01A-11D-A417-09,3493,[176],"[3468, 1538]"
TCGA-ZH-A8Y1-01A-11D-A417-09,3494,[0],"[3468, 1538]"
TCGA-ZH-A8Y2-01A-11D-A417-09,3495,[0],"[3468, 1538]"
TCGA-ZH-A8Y4-01A-11D-A417-09,3496,[192],"[3468, 1538]"
TCGA-ZH-A8Y5-01A-11D-A417-09,3497,[192],"[3468, 1538]"
TCGA-ZH-A8Y6-01A-11D-A417-09,3498,[180],"[3468, 1607]"
TCGA-ZU-A8S4-01A-11D-A417-09,3499,[132],"[3468, 1538]"
TCGA-3L-AA1B-01A-11D-A36X-10,3500,[0],"[3501, 1563]"
TCGA-4N-A93T-01A-11D-A36X-10,3502,[16],"[3501, 1538]"
TCGA-4T-AA8H-01A-11D-A40P-10,3503,[16],"[3501, 1563]"
TCGA-5M-AAT4-01A-11D-A40P-10,3504,[20],"[3501, 1538]"
TCGA-5M-AAT5-01A-21D-A40P-10,3505,[0],"[3501, 1563]"
TCGA-5M-AAT6-01A-11D-A40P-10,3506,[0],"[3501, 1553]"
TCGA-5M-AATA-01A-31D-A40P-10,3507,[176],"[3501, 1563]"
TCGA-5M-AATE-01A-11D-A40P-10,3508,[80],"[3501, 1563]"
TCGA-A6-2671-01A-01D-1408-10,3509,[192],"[3501, 1563]"
TCGA-A6-2674-01A-02D-A270-10,3510,[20],"[3501, 1563]"
TCGA-A6-2675-01A-02D-1719-10,3511,[144],"[3501, 1563]"
TCGA-A6-2677-01A-01D-A270-10,3512,[0],"[3501, 1538]"
TCGA-A6-2678-01A-01D-1953-10,3513,[200],"[3501, 1538]"
TCGA-A6-2684-01A-01D-A270-10,3514,[16],"[3501, 1563]"
TCGA-A6-2685-01A-01D-1408-10,3515,[40],"[3501, 1538]"
TCGA-A6-2686-01A-01D-1408-10,3516,[0],"[3501, 1553]"
TCGA-A6-3808-01A-01W-0995-10,3517,[16],"[3501, 1538]"
TCGA-A6-3809-01A-01D-A270-10,3518,[0],"[3501, 1553]"
TCGA-A6-3810-01A-01D-A270-10,3519,[0],"[3501, 1538]"
TCGA-A6-4105-01A-02D-1771-10,3520,[72],"[3501, 1538]"
